PID,NAME,PRICE,PRODUCT_IMAGE,LOCATION,DELTA_TIME
278855585,(급처) 아이폰 x 256gb 실버,130000,https://media.bunjang.co.kr/product/278855585_1_1720619382_w{res}.jpg,경기도 성남시 분당구 서현1동,1720619382
278810030,액정/외관깨끗 아이폰x 배터리성능 100% 실버 256gb 132336,308000,https://media.bunjang.co.kr/product/278810030_1_1720605609_w{res}.jpg,울산광역시 남구 삼산동,1720605609
278810008,액정/외관깨끗 아이폰x 배터리성능 100% 실버 256gb 132336,308000,https://media.bunjang.co.kr/product/278810008_1_1720605602_w{res}.jpg,울산광역시 남구 삼산동,1720605602
261657529,아이폰x 64gb,160000,https://media.bunjang.co.kr/product/261657529_1_1720164672_w{res}.jpg,대구광역시 달서구 신당동,1720603486
264016953,아이폰 x 64gb,170000,https://media.bunjang.co.kr/product/264016953_1_1716723180_w{res}.jpg,경기도 수원시 권선구 평동,1720623693
264080925,아이폰x 스그 64기가,175000,https://media.bunjang.co.kr/product/264080925_1_1720642593_w{res}.jpg,서울특별시 금천구 시흥제4동,1720638746
215794076,아이폰x 블랙 64기가,220000,https://media.bunjang.co.kr/product/215794076_1_1717030249_w{res}.jpg,경상남도 양산시 평산동,1720615865
277384525,아이폰x 256기가 실버,250000,https://media.bunjang.co.kr/product/277384525_1_1720093594_w{res}.jpg,서울특별시 중랑구 망우본동,1720614167
200944419,아이폰 x 256기가 실버,340000,https://media.bunjang.co.kr/product/200944419_1_1690262696_w{res}.jpg,경상남도 양산시 평산동,1720615959
275492266,(급처) 아이폰14프로맥스 128기가 네고x,1000000,https://media.bunjang.co.kr/product/275492266_1_1720632832_w{res}.jpg,경상북도 구미시 선주원남동,1720632566
270404204,"아이폰x,64gb블랙. 초s급 풀구성 하자x",250000,https://media.bunjang.co.kr/product/270404204_1_1719545690_w{res}.jpg,경기도 고양시 일산서구 대화동,1720605053
278762817,아이폰 x 64기가(네고 o),150000,https://media.bunjang.co.kr/product/278762817_1_1720681333_w{res}.jpg,대전광역시 유성구 노은1동,1720590661
261092484,아이폰x / 256gb / 실버 / 배터리성능 84%,100000,https://media.bunjang.co.kr/product/261092484_1_1720070180_w{res}.jpg,경기도 시흥시 능곡동,1720593384
278721436,19183 아이폰13 128기가 핑크 배터리효율 83% 페이스아이디x 정,424000,https://media.bunjang.co.kr/product/278721436_1_1720574590_w{res}.jpg,경기도 수원시 팔달구 인계동,1720574590
200732003,아이폰x 64기가 배터리99 블랙)39594,260000,https://media.bunjang.co.kr/product/200732003_1_1706686362_w{res}.jpg,인천광역시 계양구 계산2동,1720580783
277535688,베터리100)아이폰x 256g 최상급,290000,https://media.bunjang.co.kr/product/277535688_1_1720152879_w{res}.jpg,서울특별시 광진구 구의제1동,1720576850
241154651,아이폰x 256g 스그 (특 s급)배터리100,288000,https://media.bunjang.co.kr/product/241154651_1_1720470114_w{res}.jpg,서울특별시 강남구 일원2동,1720561443
277293488,아이폰x 64 블랙 판매해요,130000,https://media.bunjang.co.kr/product/277293488_1_1720509729_w{res}.jpg,서울특별시 강남구 신사동,1720485622
278544542,아이폰x 블랙 64gb 30만 82421 수원,300000,https://media.bunjang.co.kr/product/278544542_1_1720496627_w{res}.jpg,경기도 수원시 팔달구 인계동,1720496627
277832830,21534)아이폰 x  64gb 81% 상태양호,215000,https://media.bunjang.co.kr/product/277832830_1_1720253664_w{res}.jpg,경기도 안산시 단원구 호수동,1720493624
245174126,(네고 23만원 가능) 아이폰x 256gb 실버,250000,https://media.bunjang.co.kr/product/245174126_1_1701684177_w{res}.jpg,경기도 김포시 김포본동,1720498517
275778620,무잔상 아이폰x 배터리성능100% 실버 256gb 판매 30497,308000,https://media.bunjang.co.kr/product/275778620_1_1719542312_w{res}.jpg,울산광역시 중구 중앙동,1720494221
275778511,무잔상 아이폰x 배터리성능100% 실버 256gb 판매 30497,308000,https://media.bunjang.co.kr/product/275778511_1_1719542276_w{res}.jpg,울산광역시 중구 중앙동,1720494219
278536402,무잔상/외관깨끗 아이폰x 배터리성능100% 블랙 64gb 판매 01782,275000,https://media.bunjang.co.kr/product/278536402_1_1720494286_w{res}.jpg,울산광역시 중구 중앙동,1720494286
278587036,19183 아이폰13 128기가 핑크 배터리효율 83% 페이스아이디x 정,424000,https://media.bunjang.co.kr/product/278587036_1_1720508012_w{res}.jpg,경기도 수원시 팔달구 인계동,1720508012
278536322,무잔상/외관깨끗 아이폰x 배터리성능100% 블랙 64gb 판매 01782,275000,https://media.bunjang.co.kr/product/278536322_1_1720494261_w{res}.jpg,울산광역시 중구 중앙동,1720494261
278549394,19183 아이폰13 128기가 핑크 배터리효율 83% 페이스아이디x 정,424000,https://media.bunjang.co.kr/product/278549394_1_1720497970_w{res}.jpg,경기도 수원시 팔달구 인계동,1720497970
278516717,19183 아이폰13 128기가 핑크 배터리효율 83% 페이스아이디x 정,424000,https://media.bunjang.co.kr/product/278516717_1_1720488183_w{res}.jpg,경기도 수원시 팔달구 인계동,1720488183
278296501,아이폰x 블랙 64gb 30만 82421 수원,300000,https://media.bunjang.co.kr/product/278296501_1_1720414078_w{res}.jpg,경기도 수원시 팔달구 인계동,1720414078
274322954,아이폰 x 256g 블랙 정상작동 배터리 100% 팝니다,280000,https://media.bunjang.co.kr/product/274322954_1_1719041243_w{res}.jpg,대전광역시 중구 은행선화동,1720402122
278336749,19183 아이폰13 128기가 핑크 배터리효율 83% 페이스아이디x 정,424000,https://media.bunjang.co.kr/product/278336749_1_1720423609_w{res}.jpg,경기도 수원시 팔달구 인계동,1720423609
276949011,아이폰x 64g 스페이스그레이 전면후면 파손,80000,https://media.bunjang.co.kr/product/276949011_1_1719929447_w{res}.jpg,경상북도 안동시 용상동,1720264131
238989438,아이폰x(10) 256,400000,https://media.bunjang.co.kr/product/238989438_1_1720227251_w{res}.jpg,경기도 수원시 영통구 영통1동,1720227256
268693375,아이폰x 64기가 판매합니다,180000,https://media.bunjang.co.kr/product/268693375_1_1717307510_w{res}.jpg,서울특별시 강서구 화곡제6동,1720193591
260859358,[개인]아이폰x 64g 블랙 판매합니다. 배터리성능100%,160000,https://media.bunjang.co.kr/product/260859358_1_1713639553_w{res}.jpg,경기도 화성시 진안동,1720175073
273814831,아이폰x 64g 화이트(a1901) 효율89% 무잔상 판매합니다,230000,https://media.bunjang.co.kr/product/273814831_1_1719706378_w{res}.jpg,서울특별시 성동구 행당제1동,1720222038
248855788,[b급/배터리84] 아이폰13 128g 블루 #파손x #멍,332000,https://media.bunjang.co.kr/product/248855788_1_1704681239_w{res}.jpg,서울특별시 영등포구 문래동,1720146411
250743693,아이폰x 블랙 256g,210000,https://media.bunjang.co.kr/product/250743693_1_1710129420_w{res}.jpg,서울특별시 영등포구 여의동,1719897194
277046738,"아이폰x 64gb, 256gb) 전색상 등급) 감성있는 가성비폰!",260000,https://media.bunjang.co.kr/product/277046738_1_1720156177_w{res}.jpg,경기도 안산시 단원구 중앙동,1720142746
273569789,아이폰x 256 블랙 팝니다,230000,https://media.bunjang.co.kr/product/273569789_1_1718777213_w{res}.jpg,서울특별시 성북구 동선동,1719894567
276821230,아이폰x 64기가팝니다,189000,https://media.bunjang.co.kr/product/276821230_1_1719898310_w{res}.jpg,서울특별시 구로구 구로제5동,1719898310
269080951,아이폰x 64g 블랙 배터리 100%,240000,https://media.bunjang.co.kr/product/269080951_1_1717410737_w{res}.jpg,전북특별자치도 전주시 덕진구 덕진동,1720021338
276854680,아이폰x 실버 256gb (ss급),390000,https://media.bunjang.co.kr/product/276854680_1_1719906853_w{res}.jpg,서울특별시 송파구 잠실7동,1719906853
273002972,아이폰 x 스페이스그레이 64기가,200000,https://media.bunjang.co.kr/product/273002972_1_1718601016_w{res}.jpg,경기도 안양시 만안구 안양1동,1719876688
275790507,아이폰 x 64기가,100000,https://media.bunjang.co.kr/product/275790507_1_1719545858_w{res}.jpg,대전광역시 동구 자양동,1719545803
275528040,아이폰x 256gb 실버,260000,https://media.bunjang.co.kr/product/275528040_1_1719453475_w{res}.jpg,경상북도 김천시 대신동,1719453475
276353566,아이폰 x.xs 64gb.256gb  (삽니다),150000,https://media.bunjang.co.kr/product/276353566_1_1720023653_w{res}.jpg,전북특별자치도 익산시 인화동,1719727520
263384282,아이폰 x 스페이스 그레이(블랙) 128gb,200000,https://media.bunjang.co.kr/product/263384282_1_1716688112_w{res}.jpg,경기도 화성시 병점2동,1719625889
273505841,아이폰 x 64g,170000,https://media.bunjang.co.kr/product/273505841_1_1718759271_w{res}.jpg,제주특별자치도 제주시 노형동,1719027118
273166744,아이폰 x 64g a급 팝니다,200000,https://media.bunjang.co.kr/product/273166744_1_1718641404_w{res}.jpg,부산광역시 수영구 수영동,1719122139
255402081,아이폰x 64기가,190000,https://media.bunjang.co.kr/product/255402081_1_1718926964_w{res}.jpg,경상북도 포항시 남구 오천읍,1718926969
276849668,가격내림x | 아이폰13프로 256 | ss급 | 배터리 100%,800000,https://media.bunjang.co.kr/product/276849668_1_1719924072_w{res}.jpg,강원특별자치도 원주시 원인동,1719968715
259153825,34만원) 리퍼후 미사용 아이폰x 스페이스그레이 256g,430000,https://media.bunjang.co.kr/product/259153825_1_1720003318_w{res}.jpg,서울특별시 동작구 신대방제1동,1720003324
272380691,아이폰x 스페이스그레이 256g,180000,https://media.bunjang.co.kr/product/272380691_1_1718683138_w{res}.jpg,경상북도 경주시 동천동,1718842034
277202603,아이폰x 256gb(s급)실버 깨끗한공기계판매합니다.86813,330000,https://media.bunjang.co.kr/product/277202603_1_1720017899_w{res}.jpg,서울특별시 관악구 보라매동,1720017899
275358743,아이폰x 블랙 64gb 28만 48720 수원,280000,https://media.bunjang.co.kr/product/275358743_1_1719387705_w{res}.jpg,경기도 수원시 팔달구 인계동,1719387705
244422314,아이폰x 256gb 모든 기능 정상작동 배터리 효율 100%,250000,https://media.bunjang.co.kr/product/244422314_1_1718090796_w{res}.jpg,경기도 안양시 동안구 범계동,1719665880
277205923,아이폰x 64gb(a급)그레이 깨끗한공기계판매합니다.60060,270000,https://media.bunjang.co.kr/product/277205923_1_1720018864_w{res}.jpg,서울특별시 관악구 보라매동,1720018864
278962084,액정/외관깨끗 아이폰x 배터리성능 100% 블랙 64gb 25937,264000,https://media.bunjang.co.kr/product/278962084_1_1720683440_w{res}.jpg,경상남도 양산시 양주동,1720683440
275338127,아이폰x 256 공기계 스그팝니다,200000,https://media.bunjang.co.kr/product/275338127_1_1719382687_w{res}.jpg,경기도 평택시 팽성읍,1720680335
278943250,아이폰x 256 배터리성능 73,130000,https://media.bunjang.co.kr/product/278943250_1_1720677159_w{res}.jpg,경기도 안양시 만안구 안양2동,1720677159
278939469,아이폰x 64g 스페이스그레이,120000,https://media.bunjang.co.kr/product/278939469_1_1720675829_w{res}.jpg,경기도 안양시 동안구 호계3동,1720675829
246271879,아이폰13미니 128 자급제 단순개봉(박스x),580000,https://media.bunjang.co.kr/product/246271879_1_1720678643_w{res}.jpg,경기도 안산시 단원구 초지동,1720678660
278935193,액정깨끗 아이폰x 배터리성능100% 실버화이트 64gb 01605,264000,https://media.bunjang.co.kr/product/278935193_1_1720674289_w{res}.jpg,경상남도 양산시 양주동,1720674289
278935078,액정깨끗 아이폰x 배터리성능100% 블랙 256gb 판매 28687,308000,https://media.bunjang.co.kr/product/278935078_1_1720674236_w{res}.jpg,경상남도 양산시 양주동,1720674236
278925114,아이폰 x 스그 256gb,150000,https://media.bunjang.co.kr/product/278925114_1_1720675565_w{res}.jpg,부산광역시 사하구 하단제2동,1720670355
278940109,19183 아이폰13 128기가 핑크 배터리효율 83% 페이스아이디x 정,424000,https://media.bunjang.co.kr/product/278940109_1_1720676077_w{res}.jpg,경기도 수원시 팔달구 인계동,1720676077
275793819,아이폰x 64기가 블랙,165000,https://media.bunjang.co.kr/product/275793819_1_1719943479_w{res}.jpg,부산광역시 부산진구 개금제1동,1720673058
278914575,아이폰x 64gb 화이트 배터리 100%,260000,https://media.bunjang.co.kr/product/278914575_1_1720666224_w{res}.jpg,경상남도 거제시 아주동,1720666224
278920326,19183 아이폰13 128기가 핑크 배터리효율 83% 페이스아이디x 정,424000,https://media.bunjang.co.kr/product/278920326_1_1720668516_w{res}.jpg,경기도 수원시 팔달구 인계동,1720668516
275196017,아이폰 x 256gb 스페이스 그레이,200000,https://media.bunjang.co.kr/product/275196017_1_1719320268_w{res}.jpg,서울특별시 은평구 갈현제2동,1720653356
278051830,19183 아이폰13 128기가 핑크 배터리효율 83% 페이스아이디x 정,424000,https://media.bunjang.co.kr/product/278051830_1_1720332736_w{res}.jpg,경기도 수원시 팔달구 인계동,1720659607
259267267,리퍼후미사용)아이폰x 256g 실버/블랙 보증남은기기 보유,510000,https://media.bunjang.co.kr/product/259267267_1_1714112244_w{res}.jpg,서울특별시 동작구 신대방제1동,1720660166
278867437,아이폰 x 64gb,280000,https://media.bunjang.co.kr/product/278867437_1_1720623368_w{res}.jpg,경기도 안양시 동안구 갈산동,1720623368
278836260,아이폰 x 64g,90000,https://media.bunjang.co.kr/product/278836260_1_1720613755_w{res}.jpg,서울특별시 서초구 서초4동,1720613755
245490200,아이폰x 64g,180000,https://media.bunjang.co.kr/product/245490200_1_1701926874_w{res}.jpg,경기도 안산시 단원구 와동,1701922966
246646607,"아이폰x 스페이스그레이 64gb(수화기x, 페이스아이디x)",100000,https://media.bunjang.co.kr/product/246646607_1_1702806678_w{res}.jpg,부산광역시 금정구 장전제1동,1702806678
227583584,"아이폰x 64,256gb",320000,https://media.bunjang.co.kr/product/227583584_1_1687239551_w{res}.jpg,경기도 수원시 팔달구 매산동,1701753352
245472880,아이폰x 외관 상태s급 배터리84% 256gb,270000,https://media.bunjang.co.kr/product/245472880_1_1702020451_w{res}.jpg,경기도 광명시 소하2동,1701911743
205811311,아이폰 12 프로맥스 128gb 퍼시픽블루 잔기스x,750000,https://media.bunjang.co.kr/product/205811311_1_1668781314_w{res}.jpg,인천광역시 연수구 송도3동,1701589708
244116418,아이폰x 64기가 블랙,180000,https://media.bunjang.co.kr/product/244116418_1_1700883683_w{res}.jpg,서울특별시 구로구 구로제3동,1700883683
244653537,아이폰 12pro 128g 화이트 a+ 급 팝니다. (기스x),450000,https://media.bunjang.co.kr/product/244653537_1_1701273880_w{res}.jpg,경기도 부천시 중4동,1701273880
242593757,아이폰 x 64gb,140000,https://media.bunjang.co.kr/product/242593757_1_1699839925_w{res}.jpg,경상남도 창원시 성산구 상남동,1699839890
243661628,아이폰 x 64g 실버색상 판매합니다.,200000,https://media.bunjang.co.kr/product/243661628_1_1700542769_w{res}.jpg,서울특별시 동작구 신대방제1동,1700542769
242356371,[a급] 아이폰x. 256g. 92%,280000,https://media.bunjang.co.kr/product/242356371_1_1699564647_w{res}.jpg,서울특별시 노원구 공릉1동,1699563253
241783613,아이폰x 256,260000,https://media.bunjang.co.kr/product/241783613_1_1699151611_w{res}.jpg,대구광역시 동구 안심1동,1699151611
242787411,아이폰 12프로 맥스 256기가 기스x,630000,https://media.bunjang.co.kr/product/242787411_1_1699884254_w{res}.jpg,인천광역시 남구 관교동,1699884254
239603595,아이폰x 256 밧데리교체품,270000,https://media.bunjang.co.kr/product/239603595_1_1698909905_w{res}.jpg,부산광역시 남구 문현제4동,1699419888
278958020,아이폰 xs 512기가 골드,480000,https://media.bunjang.co.kr/product/278958020_1_1720682159_w{res}.jpg,서울특별시 송파구 삼전동,1720682079
241820545,아이폰 12 mini 128gb 기스 x,300000,https://media.bunjang.co.kr/product/241820545_1_1699170926_w{res}.jpg,인천광역시 서구 청라3동,1699170926
240911046,아이폰 x 64 블랙,140000,https://media.bunjang.co.kr/product/240911046_1_1698468061_w{res}.jpg,대전광역시 대덕구 오정동,1698468078
277203076,아이폰x 256gb(s급)실버 깨끗한공기계판매합니다.35526,330000,https://media.bunjang.co.kr/product/277203076_1_1720018021_w{res}.jpg,서울특별시 관악구 보라매동,1720018021
277202150,아이폰x 64gb(s급)그레이 깨끗한공기계판매합니다.11657,270000,https://media.bunjang.co.kr/product/277202150_1_1720017774_w{res}.jpg,서울특별시 관악구 보라매동,1720017774
277201607,아이폰x 64gb(s급)그레이 깨끗한공기계판매합니다.63410,260000,https://media.bunjang.co.kr/product/277201607_1_1720017627_w{res}.jpg,서울특별시 관악구 보라매동,1720017627
277216567,아이폰x 256gb(특s급)실버 깨끗한공기계판매합니다.70473,330000,https://media.bunjang.co.kr/product/277216567_1_1720023175_w{res}.jpg,서울특별시 관악구 보라매동,1720023175
242771554,"아이폰 11 프로맥스 256 그레이(박스x, 충전기o)",500000,https://media.bunjang.co.kr/product/242771554_1_1716367316_w{res}.jpg,서울특별시 영등포구 영등포본동,1719452408
190782857,아이폰x 실버 64g 무잔상깔끔폰 배83,280000,https://media.bunjang.co.kr/product/190782857_1_1655287455_w{res}.jpg,서울특별시 금천구 독산제1동,1719464642
276785452,무잔상/외관깨끗 아이폰x 배터리성능100% 블랙 64gb 판매 01782,275000,https://media.bunjang.co.kr/product/276785452_1_1719887856_w{res}.jpg,울산광역시 중구 중앙동,1719887856
276785363,무잔상/외관깨끗 아이폰x 배터리성능100% 블랙 64gb 판매 01782,275000,https://media.bunjang.co.kr/product/276785363_1_1719887864_w{res}.jpg,울산광역시 중구 중앙동,1719887823
270009733,아이폰 x 64,180000,https://media.bunjang.co.kr/product/270009733_1_1717702892_w{res}.jpg,경상남도 양산시 물금읍,1718019790
269146871,아이폰 x 256기가,200000,https://media.bunjang.co.kr/product/269146871_1_1717664536_w{res}.jpg,경기도 시흥시 배곧2동,1718148676
270725008,아이폰x 64g,80000,https://media.bunjang.co.kr/product/270725008_1_1719846972_w{res}.jpg,경기도 화성시 봉담읍,1717910218
273592018,191830 아이폰x 실버 a급 64gb 무잔상 배터리성능100% 자녀폰,240000,https://media.bunjang.co.kr/product/273592018_1_1718782597_w{res}.jpg,경기도 부천시 중3동,1719287216
252121815,아이폰 x 실버 배터리100% 카메라무음 64기가,220000,https://media.bunjang.co.kr/product/252121815_1_1717501435_w{res}.jpg,서울특별시 서초구 방배본동,1718454924
270264372,아이폰 x 64 스그,130000,https://media.bunjang.co.kr/product/270264372_1_1719502902_w{res}.jpg,서울특별시 은평구 응암제1동,1717774412
271377616,아이폰x 64g 화이트(a1901) 무잔상 판매합니다,160000,https://media.bunjang.co.kr/product/271377616_1_1718096718_w{res}.jpg,서울특별시 성동구 행당제1동,1718750812
263176963,급처)아이폰 x 배터리100% 64기가 카메라 무음 실버,220000,https://media.bunjang.co.kr/product/263176963_1_1715499519_w{res}.jpg,서울특별시 서초구 방배본동,1718454924
267307821,아이폰x 64g,200000,https://media.bunjang.co.kr/product/267307821_1_1716894684_w{res}.jpg,서울특별시 강서구 염창동,1716894684
267564393,아이폰x 256 스페이스그레이,240000,https://media.bunjang.co.kr/product/267564393_1_1719287567_w{res}.jpg,서울특별시 노원구 하계2동,1716976201
266437359,아이폰 x 256기가,130000,https://media.bunjang.co.kr/product/266437359_1_1716735522_w{res}.jpg,경기도 안산시 단원구 고잔동,1716735522
266442614,아이폰 x 256기가,125000,https://media.bunjang.co.kr/product/266442614_1_1716736302_w{res}.jpg,경기도 안산시 단원구 고잔동,1716736302
256354855,아이폰x 다크그레이 64gb s-등급  | 무료배송,150000,https://media.bunjang.co.kr/product/256354855_1_1716418904_w{res}.jpg,서울특별시 동대문구 답십리제2동,1716848874
254039020,아이폰 x 256 블랙,120000,https://media.bunjang.co.kr/product/254039020_1_1715383806_w{res}.jpg,서울특별시 서초구 반포1동,1715940123
268022639,아이폰13프로 128g 골드 완박스(찔러보기x),650000,https://media.bunjang.co.kr/product/268022639_1_1717294663_w{res}.jpg,경기도 고양시 일산동구 정발산동,1717126679
263717211,아이폰x64기가,80000,https://media.bunjang.co.kr/product/263717211_1_1715938487_w{res}.jpg,충청남도 논산시 연무읍,1715921710
244825199,아이폰x 256g s급 판매합니당~~!!!,260000,https://media.bunjang.co.kr/product/244825199_1_1716293260_w{res}.jpg,경기도 광주시 오포2동,1716439915
263343504,아이폰x 64g,200000,https://media.bunjang.co.kr/product/263343504_1_1715758134_w{res}.jpg,부산광역시 해운대구 좌제2동,1715616376
263461077,아이폰 x 블랙 64기가 팝니다!,120000,https://media.bunjang.co.kr/product/263461077_1_1715728202_w{res}.jpg,경기도 수원시 권선구 호매실동,1715915714
262445956,아이폰x 256기가,170000,https://media.bunjang.co.kr/product/262445956_1_1715231678_w{res}.jpg,인천광역시 남동구 간석1동,1715253727
264265460,35.4만원) 아이폰x 리퍼폰 256g 상태 sss급,410000,https://media.bunjang.co.kr/product/264265460_1_1716356436_w{res}.jpg,서울특별시 동작구 신대방제1동,1716356436
263055577,아이폰 14 pro 256기가 (박스x),800000,https://media.bunjang.co.kr/product/263055577_1_1715407651_w{res}.jpg,서울특별시 중랑구 면목본동,1715407300
255789863,아이폰x 정상해지 공기계 10 256g 블랙 상태s급,250000,https://media.bunjang.co.kr/product/255789863_1_1718258939_w{res}.jpg,경기도 의정부시 송산3동,1715870279
263037692,아이폰 14프로 128 자급제 실버 풀박 하자x,790000,https://media.bunjang.co.kr/product/263037692_1_1715396499_w{res}.jpg,서울특별시 관악구 청룡동,1715412509
256456574,아이폰x 256g 스페이스 블랙,250000,https://media.bunjang.co.kr/product/256456574_1_1711324789_w{res}.jpg,경기도 남양주시 다산1동,1714604513
231621504,아이폰x 64기가,200000,https://media.bunjang.co.kr/product/231621504_1_1713717567_w{res}.jpg,경상북도 구미시 선주원남동,1713717572
259695988,s급) 아이폰 11프로맥스 256gb 기스x,400000,https://media.bunjang.co.kr/product/259695988_1_1714106933_w{res}.jpg,부산광역시 사하구 감천제1동,1714106914
260306309,아이폰x 256gb,281500,https://media.bunjang.co.kr/product/260306309_1_1713217784_w{res}.jpg,대전광역시 대덕구 덕암동,1713431781
259383566,아이폰 x 64 액정깨짐x,150000,https://media.bunjang.co.kr/product/259383566_1_1714882859_w{res}.jpg,경상남도 창원시 진해구 태평동,1713863620
246681038,(미국) 카메라무름 아이폰 x 64g,125000,https://media.bunjang.co.kr/product/246681038_1_1713692657_w{res}.jpg,서울특별시 성북구 월곡제1동,1713692585
260238641,아이폰x 실버 64,190000,https://media.bunjang.co.kr/product/260238641_1_1713167317_w{res}.jpg,경기도 고양시 일산동구 백석2동,1713167317
260322349,아이폰x 블랙 64gb 30만 27345 수원,300000,https://media.bunjang.co.kr/product/260322349_1_1713235913_w{res}.jpg,경기도 수원시 팔달구 인계동,1713235913
259122482,(배터리성능100%) 아이폰x 64기가,240000,https://media.bunjang.co.kr/product/259122482_1_1712588357_w{res}.jpg,경기도 파주시 운정3동,1712630255
248375385,184360 아이폰x 스그64기가 무잔상+액정깨끗 서브폰 업무폰 자녀폰,288000,https://media.bunjang.co.kr/product/248375385_1_1704286063_w{res}.jpg,경기도 부천시 중3동,1713146176
216338216,아이폰x  64g 256g 실버 스페이스그레이 팝니다,230000,https://media.bunjang.co.kr/product/216338216_1_1705552174_w{res}.jpg,서울특별시 서대문구 신촌동,1711955096
257620450,아이폰 x 실버 256gb,110000,https://media.bunjang.co.kr/product/257620450_1_1711115271_w{res}.jpg,경기도 김포시 장기동,1711114296
228255695,아이폰x 64gb,290000,https://media.bunjang.co.kr/product/228255695_1_1687847285_w{res}.jpg,경기도 수원시 팔달구 매산동,1710927839
256853418,아이폰 x 실버 256gb,120000,https://media.bunjang.co.kr/product/256853418_1_1711022532_w{res}.jpg,경기도 김포시 장기동,1711022544
258146077,아이폰15 128블루 (찍힘x 기스x 효율100),810000,https://media.bunjang.co.kr/product/258146077_1_1711581029_w{res}.jpg,경상남도 김해시 장유3동,1711582142
257935799,아이폰xs 256 골드 팝니다 배터리76 사설수리x,270000,https://media.bunjang.co.kr/product/257935799_1_1711359837_w{res}.jpg,서울특별시 구로구 개봉제1동,1711359837
257667799,아이폰13 128g 스타라이트  단순개봉 24년1월제조 실사용x,550000,https://media.bunjang.co.kr/product/257667799_1_1711266342_w{res}.jpg,경상남도 창원시 진해구 이동,1711783680
252122841,아이폰x256기가,180000,https://media.bunjang.co.kr/product/252122841_1_1707368512_w{res}.jpg,충청남도 천안시 동남구 청룡동,1709940213
256616557,아이폰 11 128기가 배터리74% [하자x],210000,https://media.bunjang.co.kr/product/256616557_1_1717479059_w{res}.jpg,경기도 김포시 구래동,1710361889
255667452,아이폰 x 256 급처,200000,https://media.bunjang.co.kr/product/255667452_1_1709634647_w{res}.jpg,대전광역시 서구 도마2동,1709634545
253081775,아이폰 13프로 128g 리퍼 새상품(네고x),780000,https://media.bunjang.co.kr/product/253081775_1_1709946704_w{res}.jpg,서울특별시 중랑구 면목제4동,1709915533
254702728,부산 아이폰x 블랙 64기가 공기계 판매해요,200000,https://media.bunjang.co.kr/product/254702728_1_1708936744_w{res}.jpg,부산광역시 금정구 장전제3동,1710115800
255252959,아이폰x 실버 256g 배터리 100,100000,https://media.bunjang.co.kr/product/255252959_1_1709304320_w{res}.jpg,서울특별시 영등포구 영등포동,1709304320
255223391,아이폰x 256gb (해외판)카메라 무음,90000,https://media.bunjang.co.kr/product/255223391_1_1709291328_w{res}.jpg,서울특별시 서대문구 홍제제2동,1709290303
254768186,아이폰x 64g 스페이스그레이,180000,https://media.bunjang.co.kr/product/254768186_1_1708971191_w{res}.jpg,강원특별자치도 춘천시 퇴계동,1708971191
254641470,(배터리81%) 아이폰x 256기가 팝니다,220000,https://media.bunjang.co.kr/product/254641470_1_1709349629_w{res}.jpg,인천광역시 부평구 삼산1동,1709091857
252796932,아이폰x 64gb 실버 판매합니다,170000,https://media.bunjang.co.kr/product/252796932_1_1709028037_w{res}.jpg,충청남도 천안시 서북구 부성2동,1709027946
254399171,아이폰 x 64 gb 에어팟 2세대,200000,https://media.bunjang.co.kr/product/254399171_1_1708707994_w{res}.jpg,부산광역시 금정구 구서제2동,1708705040
250639559,아이폰 12 64기가 화이트 배터리 88퍼 하자 찍힘 x 판매합니다,330000,https://media.bunjang.co.kr/product/250639559_1_1706653541_w{res}.jpg,경기도 화성시 봉담읍,1709727720
252789515,아이폰x 256기가 실버,170000,https://media.bunjang.co.kr/product/252789515_1_1708320831_w{res}.jpg,서울특별시 서초구 반포3동,1708242452
252514950,아이폰x 256기가,230000,https://media.bunjang.co.kr/product/252514950_1_1707644809_w{res}.jpg,경기도 광주시 곤지암읍,1707698914
255104063,아이폰x 그레이 64gb 배터리89% 상태좋은 중고28만5천팝니다.,285000,https://media.bunjang.co.kr/product/255104063_1_1709204329_w{res}.jpg,서울특별시 강서구 발산제1동,1709204329
253157649,아이폰x 64기가입니다,229000,https://media.bunjang.co.kr/product/253157649_1_1707889739_w{res}.jpg,경기도 고양시 덕양구 행신3동,1707889739
233886612,아이폰x 256gb 블랙,350000,https://media.bunjang.co.kr/product/233886612_1_1705631936_w{res}.jpg,서울특별시 송파구 위례동,1707323481
253004172,급처 ! 아이폰 11프로  256g 네고x,250000,https://media.bunjang.co.kr/product/253004172_1_1707881432_w{res}.jpg,부산광역시 해운대구 중제1동,1707873056
250454690,아이폰x64기가 블랙 팝니다,150000,https://media.bunjang.co.kr/product/250454690_1_1705842397_w{res}.jpg,경기도 양평군 용문면,1707137297
250656608,아이폰x 64g 판매합니다,150000,https://media.bunjang.co.kr/product/250656608_1_1705996055_w{res}.jpg,경기도 평택시 고덕면,1706500452
252886987,아이폰x 실버 64gb 배터리교체 상태좋은 중고26만9천팝니다.,269000,https://media.bunjang.co.kr/product/252886987_1_1707908137_w{res}.jpg,서울특별시 강서구 발산제1동,1707709847
251553577,(네고가능)아이폰x 256gb 실버 배터리90% s급 득템찬스!,280000,https://media.bunjang.co.kr/product/251553577_1_1706635426_w{res}.jpg,서울특별시 마포구 대흥동,1706635426
