title,coment,region,price
아이폰X 256GB,"중고로 샀는데 2주일도 안 지나고 떨궈버려서 화면이 조금 까매졌어요..
폰 위쪽 양쪽에 까져있고 화면이 시계부분만 딱 가리게 까맣게 됐어요 

배터리 효율은 75고
용량은 256gb입니다
박스있습니다

화면도 생활기스 조금 밖에 없습니다
화면 금간 곳 없습니다
액정에 기스있는 건 폰액정이 아니라 강화필름에 난 기스입니다
페이스아이디, 녹음, 카메라, 마이크 다 문제 없습니다",        울산 남구 야음동      ,198000
아이폰X 256GB,아이폰X 배터리효율 85퍼이고 모든 기능 정상작동 합니다. 생활기스 조금있지만 눈에 띌정도로 큰 찍힘은 없습니다. 전후면 필름 다붙어있습니다! 관리잘되어 있는 폰이라고 자부합니다. 거래가능시간은 저녁 9시 이후입니다 ! 폰 단품이며 원하시면 케이스하나 같이 드려요.,        인천 미추홀구 숭의동      ,230000
아이폰x(64G),"외부생활기스
(페이스 아이디 안됨)
기능정상 입니다
배터리 100프로🔋
전통신사 사용가능",        대구 달성군 유가읍      ,190000
아이폰x 256g 판매합니다,아이폰x 256g 판매합니다. 배터리76프로 박스있습니다.,        서울 송파구 풍납동      ,200000
아이폰 X 256GB(쿨거네고/상태좋음),"15pro로 바꾸면서 세컨폰으로 가지고 있다가 판매합니다.
스페이스그레이
배터리 79% (교체 이력 X)
사진과 같이 생활기스만 있고 파손 없이 깨끗합니다.
Face ID 잘 작동되고 카메라 이상 없으며 올초까지 메인폰으로 썼을만큼 무난히 사용했습니다. 
얇고 가벼운 게 장점이고
아이폰 구형 특유의 카메라 감성이 있어요

송파,성남(위례) 직거래 희망합니다.
쿨거래시 네고해드려요 채팅 주세요",        서울 송파구 위례동      ,170000
아이폰X s급 신품급,"아이폰X입니다 
업무폰으로 사용할려고 옛날에 사용하던거 
배터리 교체도 해놨는데 사용할려는 앱이 사용이 안된다하여 갤럭시로 갈아탈려 판매합니다 
용량은 64gb이며 기스 및 찍힘 일절없습니다 
필름 붙어있고 케이스도 하나 드립니다
구성품은 박스,충전기선,이어폰입니다
25만원에서 22만원으로 내렸습니다
배터리 성능낮은제품 구매하여 10만원돈 지불한다 생각하면 100프로 성능인 제품 구매하는것이 더 
합리적이다 생각됩니다 
직거래는 시간 상관없습니다 
연락주세여",        경기도 양주시 회천4동      ,220000
아이폰 X 뒤 편은  깨끗해요,"아이폰 X 64 GB  파라요 ~
전면 유리 금감
페이스 아이디 안됨 
나머지는  모두  잘됨 
차에서  티맵으로  사용  하던 아이폰 입니다
패터리 성능  90  % 입니다.
예민 분 피해주시고요
쿨거래  하실분만 연락 주세요
판매  시    초기화 진행 할께요 30 분 정도 거래 시간 주세요 
반품  외국인 사절할께요
전면 유리 금 페이스 아이디 안되는거 다시 한번 확인 하시고
필요  하신 분만 연락 주세요...

",        대전 대덕구 목상동      ,120000
iphone x,"64g
100% 🔋 
face id👍

충전기나 헤드폰 없음",        경기도 안산시 단원구 원곡동      ,160000
아이폰 X (아이폰 10) 64기가,"아이폰X  64기가 S급

-정상해지 제품
-전면, 후면 아주 깨끗
-옆면에 잘 보이지 않는 생활기스 살짝 있음 (케이스 항상 꼈는데도 있네요)
-모든 기능 정상 작동, 이상 없음
-배터리 성능 75%
-수리 이력 (사설 포함) 없음
-부속품이나 박스는 X


내일까지 거래완료 가능하신분 가격 네고해드립니다.
구매하실 분만 채팅주세요. :-)",        서울 강남구 신사동      ,190000
아이폰 X 64G상태 굿 팝니다.,"상태는 사진과 같이 매우좋습니다 
액정 깨끗하고
전체적으로 찍힘 없습니다.
너무 민감하신분은 구매하지 마세요.
수리이력없습니다.
배터리 86프로
정상해지  공기계로 유심만 꽂으면 통신3사 및 알뜰폰 바로 사용가능합니다
젤리케이스 새거 드립니다",        경기도 성남시 수정구 단대동      ,200000
