data_pid,href,image_url,location,price,time,title
274935090,https://m.bunjang.co.kr/products/274935090,https://media.bunjang.co.kr/product/274935090_1_1719228149_w292.jpg,경기도 김포시 풍무동,185000,2024-06-24 20:22:57,77 갤럭시S10 5G 싸게팔아요!!! G977
274931154,https://m.bunjang.co.kr/products/274931154,https://media.bunjang.co.kr/product/274931154_1_1719227226_w292.jpg,지역정보 없음,190000,2024-06-24 20:07:57,갤럭시S10 5G 256GB 수원인근 집앞까지 가져다드림
273826430,https://m.bunjang.co.kr/products/273826430,https://media.bunjang.co.kr/product/273826430_1_1718866773_w292.jpg,서울특별시 성북구 동선동,110000,2024-06-24 20:04:57,갤럭시s10 5G 256 잔상폰 팝니다
274928565,https://m.bunjang.co.kr/products/274928565,https://media.bunjang.co.kr/product/274928565_1_1719226620_w292.jpg,지역정보 없음,160000,2024-06-24 19:57:57,갤럭시S10 그린 수원인근 집앞까지 가져다드림
274916457,https://m.bunjang.co.kr/products/274916457,https://media.bunjang.co.kr/product/274916457_1_1719226538_w292.jpg,서울특별시 노원구 상계1동,170000,2024-06-24 19:40:57,갤럭시s10플러스 +
242900756,https://m.bunjang.co.kr/products/242900756,https://media.bunjang.co.kr/product/242900756_1_1714464432_w292.jpg,경기도 부천시 원미1동,165000,2024-06-24 19:49:57,갤럭시s10 5g 256기가 팝니다
263167544,https://m.bunjang.co.kr/products/263167544,https://media.bunjang.co.kr/product/263167544_1_1715496194_w292.jpg,인천광역시 부평구 부평5동,25000,2024-06-24 19:44:57,"갤럭시S6,S7,S8,S9,S10"
274924430,https://m.bunjang.co.kr/products/274924430,https://media.bunjang.co.kr/product/274924430_1_1719225593_w292.jpg,지역정보 없음,190000,2024-06-24 19:39:57,갤럭시S10 5G 256GB 수원인근 집앞까지 가져다드림
263173439,https://m.bunjang.co.kr/products/263173439,https://media.bunjang.co.kr/product/263173439_1_1715497727_w292.jpg,인천광역시 부평구 부평5동,35000,2024-06-24 19:44:57,"갤럭시S6,S7,S8,S9,S10 소량, 대량 판매합니다"
263173800,https://m.bunjang.co.kr/products/263173800,https://media.bunjang.co.kr/product/263173800_1_1715497895_w292.jpg,인천광역시 부평구 부평5동,50000,2024-06-24 19:44:57,"갤럭시S6,S7,S8,S9,S10 소량,대량 판매합니다"
274919870,https://m.bunjang.co.kr/products/274919870,https://media.bunjang.co.kr/product/274919870_1_1719224410_w292.jpg,지역정보 없음,133000,2024-06-24 19:23:57,LG 갤럭시S10 블랙 128G 판매합니다
274918206,https://m.bunjang.co.kr/products/274918206,https://media.bunjang.co.kr/product/274918206_1_1719223944_w292.jpg,서울특별시 금천구 가산동,140000,2024-06-24 19:23:57,*정상특가*  갤럭시S105G  256기가  5091828
274919104,https://m.bunjang.co.kr/products/274919104,https://media.bunjang.co.kr/product/274919104_1_1719224192_w292.jpg,지역정보 없음,153000,2024-06-24 19:23:57,LG 갤럭시S10 5G 실버 256G A급 판매합니다
274918767,https://m.bunjang.co.kr/products/274918767,https://media.bunjang.co.kr/product/274918767_1_1719224096_w292.jpg,지역정보 없음,143000,2024-06-24 19:23:57,KT 갤럭시S10e 블랙 128G A급 판매합니다
271137641,https://m.bunjang.co.kr/products/271137641,https://media.bunjang.co.kr/product/271137641_1_1718020760_w292.jpg,지역정보 없음,150000,2024-06-24 19:23:57,삼성 갤럭시 s10e s급 핸드폰 휴대폰 스마트폰
