data_pid,location,price,time,title,month,brand,series,model,storage
273525474,지역정보 없음,328000,2024-06-18 20:14:33,[무잔상] 갤럭시s22플러스 256g 그린 lg #파손x,29,삼성,갤럭시 S22,plus,256
271648669,울산광역시 북구 효문동,443000,2024-06-18 20:14:33,갤럭시s22플러스 sk개통 256기가 무잔상 화이트,29,삼성,갤럭시 S22,plus,256
261999760,울산광역시 북구 효문동,449000,2024-06-18 20:14:33,갤럭시s22플러스 (s906) 256gb 화이트 aaa급 - 울산중고폰,29,삼성,갤럭시 S22,plus,256
273628040,울산광역시 북구 효문동,340000,2024-06-18 20:14:33,갤럭시s22 (s901) 256기가 화이트 무잔상 a급 - 울산중고폰,29,삼성,갤럭시 S22,regular,256
273620168,전라남도 순천시 삼산동,350000,2024-06-18 20:14:33,삼성 갤럭시s22플러스 256gb 핑크 a+급 순천/여수/광양 중고폰,29,삼성,갤럭시 S22,plus,256
273573568,지역정보 없음,398000,2024-06-18 20:14:33,[ss급/무잔상] 갤럭시s22 256g 보라퍼플 kt #보증남음,29,삼성,갤럭시 S22,regular,256
273549313,지역정보 없음,579000,2024-06-18 20:14:33,[무잔상/갤럭시s22 울트라]상태굳!/s908/256/그린/78618,29,삼성,갤럭시 S22,Ultra,256
273579808,지역정보 없음,320000,2024-06-18 20:14:33,[갤럭시s22울트라]s908/256gb/화이트색상/판매해요/57379,29,삼성,갤럭시 S22,Ultra,256
263737850,지역정보 없음,548020,2024-06-18 20:14:33,갤럭시 s22울트라 블랙 256gb u+ a급무잔상공기계판매,29,삼성,갤럭시 S22,Ultra,256
273581597,지역정보 없음,655000,2024-06-18 20:14:33,[센터풀교체/영수증o] 갤럭시s22울트라 256g 화이트 sk #보증남음,29,삼성,갤럭시 S22,Ultra,256
273564322,지역정보 없음,667000,2024-06-18 20:14:33,[센터리퍼/영수증o] 갤럭시s22울트라 자급제 512g 화이트 판매합니다,29,삼성,갤럭시 S22,Ultra,512
273544469,지역정보 없음,352000,2024-06-18 20:14:33,[할인행사중]aa급/s22플러스 256/보증남음/그린/갤럭시/256g,29,삼성,갤럭시 S22,plus,256
272166371,서울특별시 강서구 가양제1동,290000,2024-06-17 20:14:33,겔럭시s22 plus 플러스 256gb,29,삼성,갤럭시 S22,plus,256
