,data_pid,href,image_url,location,price,time,title,series
0,274935090,https://m.bunjang.co.kr/products/274935090,https://media.bunjang.co.kr/product/274935090_1_1719228149_w292.jpg,경기도 김포시 풍무동,185000.0,2024-06-24 20:22:57,77 갤럭시s10 5g 싸게팔아요!!! g977,갤럭시 S10
1,274931154,https://m.bunjang.co.kr/products/274931154,https://media.bunjang.co.kr/product/274931154_1_1719227226_w292.jpg,지역정보 없음,190000.0,2024-06-24 20:07:57,갤럭시s10 5g 256gb 수원인근 집앞까지 가져다드림,갤럭시 S10
2,273826430,https://m.bunjang.co.kr/products/273826430,https://media.bunjang.co.kr/product/273826430_1_1718866773_w292.jpg,서울특별시 성북구 동선동,110000.0,2024-06-24 20:04:57,갤럭시s10 5g 256 잔상폰 팝니다,갤럭시 S10
3,274928565,https://m.bunjang.co.kr/products/274928565,https://media.bunjang.co.kr/product/274928565_1_1719226620_w292.jpg,지역정보 없음,160000.0,2024-06-24 19:57:57,갤럭시s10 그린 수원인근 집앞까지 가져다드림,갤럭시 S10
4,274916457,https://m.bunjang.co.kr/products/274916457,https://media.bunjang.co.kr/product/274916457_1_1719226538_w292.jpg,서울특별시 노원구 상계1동,170000.0,2024-06-24 19:40:57,갤럭시s10플러스 +,갤럭시 S10
5,242900756,https://m.bunjang.co.kr/products/242900756,https://media.bunjang.co.kr/product/242900756_1_1714464432_w292.jpg,경기도 부천시 원미1동,165000.0,2024-06-24 19:49:57,갤럭시s10 5g 256기가 팝니다,갤럭시 S10
6,263167544,https://m.bunjang.co.kr/products/263167544,https://media.bunjang.co.kr/product/263167544_1_1715496194_w292.jpg,인천광역시 부평구 부평5동,25000.0,2024-06-24 19:44:57,"갤럭시s6,s7,s8,s9,s10",갤럭시 S10
7,274924430,https://m.bunjang.co.kr/products/274924430,https://media.bunjang.co.kr/product/274924430_1_1719225593_w292.jpg,지역정보 없음,190000.0,2024-06-24 19:39:57,갤럭시s10 5g 256gb 수원인근 집앞까지 가져다드림,갤럭시 S10
8,263173439,https://m.bunjang.co.kr/products/263173439,https://media.bunjang.co.kr/product/263173439_1_1715497727_w292.jpg,인천광역시 부평구 부평5동,35000.0,2024-06-24 19:44:57,"갤럭시s6,s7,s8,s9,s10 소량, 대량 판매합니다",갤럭시 S10
9,263173800,https://m.bunjang.co.kr/products/263173800,https://media.bunjang.co.kr/product/263173800_1_1715497895_w292.jpg,인천광역시 부평구 부평5동,50000.0,2024-06-24 19:44:57,"갤럭시s6,s7,s8,s9,s10 소량,대량 판매합니다",갤럭시 S10
