data_pid,href,image_url,location,price,time,title
239792802,https://m.bunjang.co.kr/products/239792802,https://media.bunjang.co.kr/product/239792802_1_1718852402_w292.jpg,지역정보 없음,1000,N/A,휴대폰성지 핸드폰성지 전국 시세표 갤럭시s24 울트라 아이폰15  플립5
265669322,https://m.bunjang.co.kr/products/265669322,https://media.bunjang.co.kr/product/265669322_1_1718072018_w292.jpg,서울특별시 용산구 용문동,480000,N/A,[미사용/새상품]갤럭시S24울트라 재고정리
258889037,https://m.bunjang.co.kr/products/258889037,https://media.bunjang.co.kr/product/258889037_1_1718711036_w292.jpg,광주광역시 북구 운암1동,40000,2024-06-24 20:01:20,갤럭시 S24 울트라 512GB 대여 합니다 (직거래 광주)
238002490,https://m.bunjang.co.kr/products/238002490,https://media.bunjang.co.kr/product/238002490_1_1706272573_w292.jpg,인천광역시 연수구 송도1동,1930000,2024-06-24 19:56:20,삽니다) 갤럭시 s24울트라 s24플러스 s24 폴드5 플립5 s23
274917688,https://m.bunjang.co.kr/products/274917688,https://media.bunjang.co.kr/product/274917688_1_1719223800_w292.jpg,지역정보 없음,733000,2024-06-24 19:10:20,KT 갤럭시S24 5G 블랙 256G S급 판매합니다
274083391,https://m.bunjang.co.kr/products/274083391,https://media.bunjang.co.kr/product/274083391_1_1719055667_w292.jpg,지역정보 없음,656000,N/A,갤럭시S24[미개봉/전색상]
274917943,https://m.bunjang.co.kr/products/274917943,https://media.bunjang.co.kr/product/274917943_1_1719223877_w292.jpg,전라남도 여수시 소라면,929000,2024-06-24 19:12:20,갤럭시S24플러스 자급제 특SSS급 풀박스 새제품급(선물용)여수
249947163,https://m.bunjang.co.kr/products/249947163,https://media.bunjang.co.kr/product/249947163_1_1718693182_w292.jpg,대전광역시 서구 둔산1동,45000,2024-06-24 20:07:20,갤럭시 S24 울트라 대여 22/23 가능
254211943,https://m.bunjang.co.kr/products/254211943,https://media.bunjang.co.kr/product/254211943_1_1719042278_w292.jpg,지역정보 없음,199000,2024-06-24 19:10:20,"갤럭시S24[새상품,미개봉,전컬러]"
254213166,https://m.bunjang.co.kr/products/254213166,https://media.bunjang.co.kr/product/254213166_1_1719219502_w292.jpg,지역정보 없음,299000,2024-06-24 19:10:20,"갤럭시S24플러스[미개봉,새상품,전색상]"
254213166,https://m.bunjang.co.kr/products/254213166,https://media.bunjang.co.kr/product/254213166_1_1719219502_w292.jpg,지역정보 없음,299000,N/A,"갤럭시S24플러스[미개봉,새상품,전색상]"
254207967,https://m.bunjang.co.kr/products/254207967,https://media.bunjang.co.kr/product/254207967_1_1719219455_w292.jpg,지역정보 없음,599000,2024-06-24 19:13:20,"갤럭시S24울트라[전색상,미개봉,새상품]"
274906754,https://m.bunjang.co.kr/products/274906754,https://media.bunjang.co.kr/product/274906754_1_1719220949_w292.jpg,지역정보 없음,1250000,2024-06-24 19:08:20,갤럭시s24울트라 SS급 중고폰
274916888,https://m.bunjang.co.kr/products/274916888,https://media.bunjang.co.kr/product/274916888_1_1719224416_w292.jpg,부산광역시 동래구 사직제3동,800000,2024-06-24 19:08:20,겔럭시S24 256gb 미사용 단순개봉
274477568,https://m.bunjang.co.kr/products/274477568,https://media.bunjang.co.kr/product/274477568_1_1719094534_w292.jpg,서울특별시 송파구 가락본동,1050000,2024-06-24 19:08:20,갤럭시z폴드5 -> 갤럭시s24울트라 교환
254207967,https://m.bunjang.co.kr/products/254207967,https://media.bunjang.co.kr/product/254207967_1_1719219455_w292.jpg,지역정보 없음,599000,N/A,"갤럭시S24울트라[전색상,미개봉,새상품]"
274543144,https://m.bunjang.co.kr/products/274543144,https://media.bunjang.co.kr/product/274543144_1_1719115260_w292.jpg,경상북도 구미시 양포동,900000,2024-06-24 19:08:20,갤럭시s24플러스 256팬텀블랙 판매합니다
274577954,https://m.bunjang.co.kr/products/274577954,https://media.bunjang.co.kr/product/274577954_1_1719122556_w292.jpg,지역정보 없음,1250000,2024-06-24 19:08:20,갤럭시s24울트라 256기가 판매합니다 박스O
274607524,https://m.bunjang.co.kr/products/274607524,https://media.bunjang.co.kr/product/274607524_1_1719128479_w292.jpg,부산광역시 동구 좌천동,950000,2024-06-24 19:08:20,[택포 95/네고O] 갤럭시S24 256G + 버즈2
274084069,https://m.bunjang.co.kr/products/274084069,https://media.bunjang.co.kr/product/274084069_1_1719055586_w292.jpg,지역정보 없음,854000,N/A,갤럭시S24플러스[미개봉/전색상]
270364608,https://m.bunjang.co.kr/products/270364608,https://media.bunjang.co.kr/product/270364608_1_1719012400_w292.jpg,인천광역시 부평구 갈산1동,1420000,2024-06-24 19:08:20,갤럭시s24울트라 512 그레이 자급제 미개봉
274843345,https://m.bunjang.co.kr/products/274843345,https://media.bunjang.co.kr/product/274843345_1_1719204669_w292.jpg,경기도 하남시 신장1동,850000,2024-06-24 18:08:20,갤럭시S24 256GB 마블그레이
274893982,https://m.bunjang.co.kr/products/274893982,https://media.bunjang.co.kr/product/274893982_1_1719217773_w292.jpg,지역정보 없음,1070000,2024-06-24 18:08:20,갤럭시s24울트라 풀박스 삽니다
238020027,https://m.bunjang.co.kr/products/238020027,https://media.bunjang.co.kr/product/238020027_1_1706272645_w292.jpg,경기도 부천시 심곡2동,2000000,2024-06-24 19:08:20,삽니다) 갤럭시 z폴드5 z플립5 s24울트라 s24플러스 s24 매입
197315337,https://m.bunjang.co.kr/products/197315337,https://media.bunjang.co.kr/product/197315337_1_1715411555_w292.jpg,지역정보 없음,48000,N/A,[선배송/후결제/무배] 갤럭시S23 재고정리 / 마지막 입고로 선착순
274581424,https://m.bunjang.co.kr/products/274581424,https://media.bunjang.co.kr/product/274581424_1_1719123239_w292.jpg,대구광역시 동구 방촌동,800000,2024-06-24 17:08:20,갤럭시 S24 256GB 블랙 단순개봉 풀박스
271739191,https://m.bunjang.co.kr/products/271739191,https://media.bunjang.co.kr/product/271739191_1_1718699516_w292.jpg,서울특별시 동대문구 답십리제2동,1450000,2024-06-24 18:08:20,삼성 갤럭시s24울트라 1TB 티타늄그레이 판매합니다.
272866073,https://m.bunjang.co.kr/products/272866073,https://media.bunjang.co.kr/product/272866073_1_1719116778_w292.jpg,경기도 수원시 팔달구 화서2동,820000,2024-06-24 17:08:20,갤럭시 s24 256G
212628036,https://m.bunjang.co.kr/products/212628036,https://media.bunjang.co.kr/product/212628036_1_1718690866_w292.jpg,서울특별시 구로구 신도림동,2680000,2024-06-24 18:08:20,아이폰15프로 맥스 갤럭시 폴드5 S24 울트라 자급제 유심기변 삽니다
257093541,https://m.bunjang.co.kr/products/257093541,https://media.bunjang.co.kr/product/257093541_1_1710730979_w292.jpg,지역정보 없음,550400,N/A,갤럭시S24울트라 급처 중 실시간재고로 번톡 주세요
274865634,https://m.bunjang.co.kr/products/274865634,https://media.bunjang.co.kr/product/274865634_1_1719210654_w292.jpg,지역정보 없음,1250000,2024-06-24 16:08:20,갤럭시s24울트라 SS급 중고폰
267188758,https://m.bunjang.co.kr/products/267188758,https://media.bunjang.co.kr/product/267188758_1_1718952339_w292.jpg,충청남도 천안시 서북구 성환읍,1420000,2024-06-24 17:08:20,갤럭시 S24울트라 512GB 자급제 미개봉
274848170,https://m.bunjang.co.kr/products/274848170,https://media.bunjang.co.kr/product/274848170_1_1719206034_w292.jpg,서울특별시 강동구 암사제1동,930000,2024-06-24 15:08:20,갤럭시s24플러스
274084654,https://m.bunjang.co.kr/products/274084654,https://media.bunjang.co.kr/product/274084654_1_1719055610_w292.jpg,지역정보 없음,1198400,N/A,갤럭시S24울트라[미개봉/전색상]
266323901,https://m.bunjang.co.kr/products/266323901,https://media.bunjang.co.kr/product/266323901_1_1719154992_w292.jpg,지역정보 없음,930000,2024-06-24 17:08:20,갤럭시s24+플러스 256GB 마블그레이 새상품
274856568,https://m.bunjang.co.kr/products/274856568,https://media.bunjang.co.kr/product/274856568_1_1719208255_w292.jpg,지역정보 없음,1250000,2024-06-24 15:08:20,갤럭시s24울트라 블랙 256
274872498,https://m.bunjang.co.kr/products/274872498,https://media.bunjang.co.kr/product/274872498_1_1719212467_w292.jpg,서울특별시 광진구 구의제1동,1220000,2024-06-24 16:08:20,개봉새것)갤럭시S24울트라 256G 블랙(6월제품)
274834146,https://m.bunjang.co.kr/products/274834146,https://media.bunjang.co.kr/product/274834146_1_1719208298_w292.jpg,경상남도 김해시 북부동,1060000,2024-06-24 15:08:20,갤럭시s24플러스 자급제 미개봉
265625348,https://m.bunjang.co.kr/products/265625348,https://media.bunjang.co.kr/product/265625348_1_1718156793_w292.jpg,지역정보 없음,170000,N/A,"[새제품]갤럭시S24플러스 전색상 특가판매(갤럭시S24,S24울트라)"
272031128,https://m.bunjang.co.kr/products/272031128,https://media.bunjang.co.kr/product/272031128_1_1718325221_w292.jpg,경기도 시흥시 정왕2동,908000,2024-06-24 17:08:20,갤럭시s24 앰버옐로우 256 미개봉 자급제 판매합니다.
274855770,https://m.bunjang.co.kr/products/274855770,https://media.bunjang.co.kr/product/274855770_1_1719208047_w292.jpg,지역정보 없음,1150000,2024-06-24 15:08:20,갤럭시S24울트라 그레이 256기가
274850442,https://m.bunjang.co.kr/products/274850442,https://media.bunjang.co.kr/product/274850442_1_1719206622_w292.jpg,경기도 평택시 중앙동,750000,2024-06-24 15:08:20,갤럭시s24 화이트 256기가 상태굿 중고폰
