data_pid,location,price,time,title,month,brand,series,model,storage
260437171,서울특별시 강서구 화곡본동,960000,2024-04-25 20:09:24,갤럭시s24플러스 자급제 256기가 옐로우,6,삼성,갤럭시 S24,plus,256
260876741,경기도 의왕시 고천동,880000,2024-04-25 20:09:24,미개봉자급제 )갤럭시s24 256블랙 하나팔아요,6,삼성,갤럭시 S24,regular,256
259885497,서울특별시 마포구 공덕동,1320000,2024-04-25 20:09:24,갤럭시s24울트라256 자급제(그레이),6,삼성,갤럭시 S24,Ultra,256
260605455,서울특별시 송파구 가락본동,1480000,2024-04-25 20:09:26,미개봉 자급제 갤럭시s24 울트라 512 티타늄 블랙 팝니다.,6,삼성,갤럭시 S24,Ultra,512
260405583,경기도 파주시 금촌2동,890000,2024-04-25 20:09:26,갤럭시 s24 512g 코발트 바이올렛(자급제 미사용),6,삼성,갤럭시 S24,regular,512
260599075,대구광역시 수성구 범어1동,1250000,2024-04-25 20:09:26,미개봉 자급제 갤럭시 s24울트라 256기가 팝니다,6,삼성,갤럭시 S24,Ultra,256
260578658,경기도 용인시 처인구 양지면,1500000,2024-04-25 20:09:26,갤럭시 s24 울트라 512g 티타늄블랙 자급제 미개봉,6,삼성,갤럭시 S24,Ultra,512
259885497,서울특별시 마포구 공덕동,1320000,2024-04-25 20:09:26,갤럭시s24울트라256 자급제(그레이),6,삼성,갤럭시 S24,Ultra,256
260360682,인천광역시 서구 검단1동,1420000,2024-04-25 20:09:26,갤럭시s24 울트라 512g 자급제 s급 팝니다.,6,삼성,갤럭시 S24,Ultra,512
260552625,전라남도 영광군 영광읍,950000,2024-04-25 20:09:26,(8042)갤럭시s24 512gb s급 판매합니다,6,삼성,갤럭시 S24,regular,512
260983931,경기도 수원시 권선구 권선1동,1380000,2024-04-25 20:09:26,갤럭시s24울트라 256g블랙 자급제미개봉 신품 팔아요,6,삼성,갤럭시 S24,Ultra,256
260725216,경기도 수원시 권선구 권선2동,930000,2024-04-25 20:09:26,갤럭시s24  512기가 마블그레이 자급제 판매합니다.,6,삼성,갤럭시 S24,regular,512
260394393,대구광역시 달서구 본리동,1200000,2024-04-25 20:09:26,갤럭시s24 울트라 티타늄블랙256 (자급제),6,삼성,갤럭시 S24,Ultra,256
260380958,서울특별시 영등포구 영등포동,1550000,2024-04-25 20:09:26,[미개봉] 갤럭시 s24 울트라 그레이 512기가 자급제,6,삼성,갤럭시 S24,Ultra,512
260358731,서울특별시 강동구 강일동,1450000,2024-04-25 20:09:26,갤럭시 s24 울트라 512gb 티타늄 블루 자급제,6,삼성,갤럭시 S24,Ultra,512
260486232,서울특별시 마포구 대흥동,1460000,2024-04-25 20:09:26,"(미개봉,가격내림) 갤럭시s24 울트라 512 그레이 자급제",6,삼성,갤럭시 S24,Ultra,512
